Ano;Mês;CLIENTE;RECEITA;PESO;Classificação
2020;dezembro;Clinte 651;R$ 292;200;FRACIONADO
2020;junho;Clinte 652;R$ 98;200;FRACIONADO
2020;agosto;Clinte 652;R$ 49;7;FRACIONADO
2021;janeiro;Clinte 652;R$ 46;5;FRACIONADO
2021;fevereiro;Clinte 652;R$ 48;7;FRACIONADO
2021;março;Clinte 652;R$ 43;2;FRACIONADO
2020;dezembro;Clinte 653;R$ 78;60;FRACIONADO
2020;setembro;Clinte 654;R$ 79;56;FRACIONADO
2020;janeiro;Clinte 655;R$ 44;6;FRACIONADO
2020;fevereiro;Clinte 655;R$ 172;62;FRACIONADO
2020;março;Clinte 655;R$ 46;25;FRACIONADO
2020;abril;Clinte 655;R$ 86;28;FRACIONADO
2020;maio;Clinte 655;R$ 84;20;FRACIONADO
2020;junho;Clinte 655;R$ 42;1;FRACIONADO
2020;julho;Clinte 655;R$ 90;26;FRACIONADO
2020;janeiro;Clinte 656;R$ 196;38;FRACIONADO
2020;fevereiro;Clinte 656;R$ 81;5;FRACIONADO
2020;abril;Clinte 656;R$ 81;7;FRACIONADO
2020;maio;Clinte 656;R$ 351;80;FRACIONADO
2020;junho;Clinte 656;R$ 81;5;FRACIONADO
2020;julho;Clinte 656;R$ 175;30;FRACIONADO
2020;setembro;Clinte 656;R$ 83;8;FRACIONADO
2020;outubro;Clinte 656;R$ 209;48;FRACIONADO
2020;novembro;Clinte 656;R$ 80;6;FRACIONADO
2020;dezembro;Clinte 656;R$ 163;13;FRACIONADO
2021;janeiro;Clinte 656;R$ 94;1;FRACIONADO
2021;fevereiro;Clinte 656;R$ 88;5;FRACIONADO
2020;fevereiro;Clinte 657;R$ 355;65;FRACIONADO
2020;outubro;Clinte 657;R$ 176;20;FRACIONADO
2020;janeiro;Clinte 658;R$ 1.026;711;FRACIONADO
2020;setembro;Clinte 659;R$ 330;284;FRACIONADO
2020;janeiro;Clinte 660;R$ 704;100;FRACIONADO
2020;março;Clinte 660;R$ 490;165;FRACIONADO
2020;maio;Clinte 660;R$ 650;100;FRACIONADO
2020;setembro;Clinte 661;R$ 56;2;FRACIONADO
2021;janeiro;Clinte 661;R$ 108;31;FRACIONADO
2021;fevereiro;Clinte 661;R$ 125;59;FRACIONADO
2021;março;Clinte 661;R$ 96;31;FRACIONADO
2021;fevereiro;Clinte 662;R$ 112;28;FRACIONADO
2021;março;Clinte 662;R$ 100;15;FRACIONADO
2020;janeiro;Clinte 663;R$ 187;12;FRACIONADO
2020;fevereiro;Clinte 663;R$ 92;4;FRACIONADO
2020;março;Clinte 663;R$ 150;16;FRACIONADO
2020;maio;Clinte 663;R$ 46;2;FRACIONADO
2020;julho;Clinte 663;R$ 47;1;FRACIONADO
2020;agosto;Clinte 663;R$ 55;25;FRACIONADO
2020;outubro;Clinte 663;R$ 53;3;FRACIONADO
2020;dezembro;Clinte 663;R$ 54;10;FRACIONADO
2020;fevereiro;Clinte 664;R$ 183;241;FRACIONADO
2020;março;Clinte 664;R$ 127;160;FRACIONADO
2020;abril;Clinte 664;R$ 125;161;FRACIONADO
2020;maio;Clinte 664;R$ 185;225;FRACIONADO
2020;junho;Clinte 664;R$ 128;169;FRACIONADO
2020;julho;Clinte 664;R$ 331;411;FRACIONADO
2020;setembro;Clinte 664;R$ 225;233;FRACIONADO
2020;outubro;Clinte 664;R$ 111;125;FRACIONADO
2020;novembro;Clinte 664;R$ 104;167;FRACIONADO
2020;dezembro;Clinte 664;R$ 183;220;FRACIONADO
2021;janeiro;Clinte 664;R$ 235;230;FRACIONADO
2021;fevereiro;Clinte 664;R$ 254;211;FRACIONADO
2021;março;Clinte 664;R$ 422;389;FRACIONADO
2021;fevereiro;Clinte 665;R$ 101;20;FRACIONADO
2020;janeiro;Clinte 666;R$ 429;844;FRACIONADO
2020;fevereiro;Clinte 666;R$ 283;509;FRACIONADO
2020;março;Clinte 666;R$ 709;1362;FRACIONADO
2020;abril;Clinte 666;R$ 253;497;FRACIONADO
2020;maio;Clinte 667;R$ 314;10;FRACIONADO
2020;janeiro;Clinte 668;R$ 108;45;FRACIONADO
2020;março;Clinte 668;R$ 49;30;FRACIONADO
2020;maio;Clinte 668;R$ 46;10;FRACIONADO
2020;junho;Clinte 668;R$ 328;240;FRACIONADO
2020;setembro;Clinte 668;R$ 222;165;FRACIONADO
2020;novembro;Clinte 668;R$ 35;6;FRACIONADO
2020;maio;Clinte 669;R$ 65;14;FRACIONADO
2020;janeiro;Clinte 670;R$ 676;636;FRACIONADO
2020;fevereiro;Clinte 670;R$ 455;475;FRACIONADO
2020;março;Clinte 670;R$ 1.279;685;FRACIONADO
2020;abril;Clinte 670;R$ 4.463;2891;FRACIONADO
2020;maio;Clinte 670;R$ 1.875;1141;FRACIONADO
2020;junho;Clinte 670;R$ 1.373;981;FRACIONADO
2020;julho;Clinte 670;R$ 1.477;1208;FRACIONADO
2020;agosto;Clinte 670;R$ 1.505;1138;FRACIONADO
2020;setembro;Clinte 670;R$ 2.268;1843;FRACIONADO
2020;outubro;Clinte 670;R$ 1.266;931;FRACIONADO
2020;novembro;Clinte 670;R$ 2.006;1927;FRACIONADO
2020;dezembro;Clinte 670;R$ 1.959;1484;FRACIONADO
2021;janeiro;Clinte 670;R$ 1.298;926;FRACIONADO
2021;fevereiro;Clinte 670;R$ 2.021;1552;FRACIONADO
2021;março;Clinte 670;R$ 2.026;1455;FRACIONADO
2020;março;Clinte 671;R$ 78;2;FRACIONADO
2020;abril;Clinte 671;R$ 81;1;FRACIONADO
2020;maio;Clinte 671;R$ 87;10;FRACIONADO
2020;junho;Clinte 671;R$ 83;4;FRACIONADO
2020;outubro;Clinte 671;R$ 83;5;FRACIONADO
2020;fevereiro;Clinte 672;R$ 288;200;FRACIONADO
2020;agosto;Clinte 672;R$ 225;147;FRACIONADO
2020;setembro;Clinte 672;R$ 113;10;FRACIONADO
2020;janeiro;Clinte 673;R$ 1.233;1417;FRACIONADO
2020;fevereiro;Clinte 673;R$ 44;35;FRACIONADO
2020;março;Clinte 673;R$ 400;534;FRACIONADO
2020;junho;Clinte 673;R$ 65;82;FRACIONADO
2020;julho;Clinte 673;R$ 44;20;FRACIONADO
2020;agosto;Clinte 673;R$ 74;96;FRACIONADO
2020;outubro;Clinte 673;R$ 324;424;FRACIONADO
2021;janeiro;Clinte 673;R$ 317;377;FRACIONADO
2021;março;Clinte 673;R$ 46;1;FRACIONADO
2020;fevereiro;Clinte 674;R$ 116;121;FRACIONADO
2021;março;Clinte 674;R$ 82;32;FRACIONADO
2020;abril;Clinte 675;R$ 147;57;FRACIONADO
2021;janeiro;Clinte 675;R$ 241;142;FRACIONADO
2021;março;Clinte 675;R$ 200;90;FRACIONADO
2020;janeiro;Clinte 676;R$ 44;14;FRACIONADO
2020;fevereiro;Clinte 677;R$ 53;8;FRACIONADO
2020;fevereiro;Clinte 678;R$ 152;37;FRACIONADO
2021;fevereiro;Clinte 678;R$ 218;87;FRACIONADO
2020;novembro;Clinte 679;R$ 73;3;FRACIONADO
2020;novembro;Clinte 680;R$ 73;1;FRACIONADO
2020;janeiro;Clinte 681;R$ 494;135;FRACIONADO
2020;fevereiro;Clinte 681;R$ 275;74;FRACIONADO
2020;março;Clinte 681;R$ 355;79;FRACIONADO
2020;julho;Clinte 681;R$ 151;44;FRACIONADO
2020;setembro;Clinte 681;R$ 80;11;FRACIONADO
2020;outubro;Clinte 681;R$ 189;37;FRACIONADO
2020;novembro;Clinte 681;R$ 192;65;FRACIONADO
2020;dezembro;Clinte 681;R$ 82;30;FRACIONADO
2021;fevereiro;Clinte 681;R$ 181;29;FRACIONADO
2021;março;Clinte 681;R$ 205;30;FRACIONADO
2020;fevereiro;Clinte 682;R$ 342;263;FRACIONADO
2020;março;Clinte 682;R$ 104;90;FRACIONADO
2020;maio;Clinte 682;R$ 325;282;FRACIONADO
2020;junho;Clinte 682;R$ 234;209;FRACIONADO
2020;outubro;Clinte 682;R$ 140;95;FRACIONADO
2020;dezembro;Clinte 682;R$ 143;120;FRACIONADO
2020;janeiro;Clinte 683;R$ 716;88;FRACIONADO
2020;abril;Clinte 683;R$ 392;90;FRACIONADO
2020;junho;Clinte 683;R$ 1.167;162;FRACIONADO
2020;março;Clinte 684;R$ 919;1821;FRACIONADO
2020;abril;Clinte 684;R$ 1.114;2156;FRACIONADO
2020;maio;Clinte 684;R$ 1.311;2591;FRACIONADO
2020;outubro;Clinte 684;R$ 53;51;FRACIONADO
2020;janeiro;Clinte 685;R$ 95;170;FRACIONADO
2020;fevereiro;Clinte 685;R$ 44;10;FRACIONADO
2020;dezembro;Clinte 686;R$ 116;90;FRACIONADO
2020;março;Clinte 687;R$ 74;1;FRACIONADO
2020;janeiro;Clinte 688;R$ 41;10;FRACIONADO
2020;fevereiro;Clinte 688;R$ 40;1;FRACIONADO
2020;março;Clinte 688;R$ 39;2;FRACIONADO
2020;março;Clinte 689;R$ 83;20;FRACIONADO
2020;abril;Clinte 689;R$ 139;35;FRACIONADO
2020;junho;Clinte 690;R$ 104;5;FRACIONADO
2020;janeiro;Clinte 691;R$ 52;5;FRACIONADO
2020;março;Clinte 691;R$ 67;10;FRACIONADO
2020;agosto;Clinte 691;R$ 212;35;FRACIONADO
2020;setembro;Clinte 691;R$ 48;30;FRACIONADO
2020;novembro;Clinte 691;R$ 267;100;FRACIONADO
2020;junho;Clinte 692;R$ 59;5;FRACIONADO
2020;julho;Clinte 693;R$ 107;40;FRACIONADO
2021;janeiro;Clinte 693;R$ 211;40;FRACIONADO
2020;agosto;Clinte 694;R$ 73;2;FRACIONADO
2020;janeiro;Clinte 695;R$ 14.414;14008;FRACIONADO
2020;fevereiro;Clinte 695;R$ 7.103;6150;FRACIONADO
2020;março;Clinte 695;R$ 7.551;7213;FRACIONADO
2020;abril;Clinte 695;R$ 34;10;FRACIONADO
2020;maio;Clinte 695;R$ 464;90;FRACIONADO
2020;junho;Clinte 695;R$ 155;1;FRACIONADO
2020;outubro;Clinte 695;R$ 155;1;FRACIONADO
2020;setembro;Clinte 696;R$ 39;5;FRACIONADO
2020;novembro;Clinte 697;R$ 67;14;FRACIONADO
2021;fevereiro;Clinte 698;R$ 95;7;FRACIONADO
2020;agosto;Clinte 699;R$ 176;219;FRACIONADO
2020;setembro;Clinte 699;R$ 55;82;FRACIONADO
2020;outubro;Clinte 699;R$ 58;58;FRACIONADO
2020;dezembro;Clinte 699;R$ 141;283;FRACIONADO
2021;janeiro;Clinte 699;R$ 239;360;FRACIONADO
2021;março;Clinte 699;R$ 193;367;FRACIONADO
2020;fevereiro;Clinte 700;R$ 50;0;FRACIONADO
2020;março;Clinte 701;R$ 83;5;FRACIONADO
2020;maio;Clinte 702;R$ 42;15;FRACIONADO
2020;junho;Clinte 702;R$ 127;55;FRACIONADO
2020;setembro;Clinte 702;R$ 42;14;FRACIONADO
2020;fevereiro;Clinte 703;R$ 80;200;FRACIONADO
2020;junho;Clinte 704;R$ 385;300;FRACIONADO
2021;fevereiro;Clinte 705;R$ 102;5;FRACIONADO
2020;fevereiro;Clinte 706;R$ 139;36;FRACIONADO
2020;novembro;Clinte 706;R$ 82;5;FRACIONADO
2020;outubro;Clinte 707;R$ 78;42;FRACIONADO
2020;junho;Clinte 708;R$ 81;10;FRACIONADO
2020;novembro;Clinte 708;R$ 44;13;FRACIONADO
2020;dezembro;Clinte 708;R$ 53;21;FRACIONADO
2021;janeiro;Clinte 708;R$ 48;14;FRACIONADO
2021;março;Clinte 708;R$ 66;37;FRACIONADO
2020;janeiro;Clinte 709;R$ 93;14;FRACIONADO
2020;fevereiro;Clinte 709;R$ 41;6;FRACIONADO
2020;março;Clinte 709;R$ 452;146;FRACIONADO
2020;abril;Clinte 709;R$ 414;100;FRACIONADO
2020;maio;Clinte 709;R$ 209;71;FRACIONADO
2020;junho;Clinte 709;R$ 565;209;FRACIONADO
2020;julho;Clinte 709;R$ 620;205;FRACIONADO
2020;agosto;Clinte 709;R$ 396;106;FRACIONADO
2020;setembro;Clinte 709;R$ 515;206;FRACIONADO
2020;outubro;Clinte 709;R$ 858;302;FRACIONADO
2020;novembro;Clinte 709;R$ 382;85;FRACIONADO
2020;dezembro;Clinte 709;R$ 276;68;FRACIONADO
2021;janeiro;Clinte 709;R$ 439;88;FRACIONADO
2021;fevereiro;Clinte 709;R$ 475;104;FRACIONADO
2021;março;Clinte 709;R$ 343;62;FRACIONADO
2020;maio;Clinte 710;R$ 103;131;FRACIONADO
2020;setembro;Clinte 711;R$ 60;50;FRACIONADO
2020;dezembro;Clinte 711;R$ 89;7;FRACIONADO
2021;janeiro;Clinte 711;R$ 44;4;FRACIONADO
2021;fevereiro;Clinte 711;R$ 48;8;FRACIONADO
2020;julho;Clinte 712;R$ 1.496;1871;FRACIONADO
2020;agosto;Clinte 712;R$ 592;235;FRACIONADO
2020;fevereiro;Clinte 713;R$ 41;9;FRACIONADO
2020;março;Clinte 713;R$ 82;12;FRACIONADO
2020;junho;Clinte 713;R$ 41;11;FRACIONADO
2020;setembro;Clinte 713;R$ 41;10;FRACIONADO
2020;fevereiro;Clinte 714;R$ 53;5;FRACIONADO
2020;julho;Clinte 714;R$ 73;33;FRACIONADO
2020;abril;Clinte 715;R$ 133;100;FRACIONADO
2020;junho;Clinte 715;R$ 100;251;FRACIONADO
2020;julho;Clinte 715;R$ 35;2;FRACIONADO
2021;fevereiro;Clinte 715;R$ 45;5;FRACIONADO
2020;agosto;Clinte 716;R$ 71;20;FRACIONADO
2021;março;Clinte 717;R$ 93;10;FRACIONADO
2020;maio;Clinte 718;R$ 84;100;FRACIONADO
2020;julho;Clinte 718;R$ 330;188;FRACIONADO
2020;janeiro;Clinte 719;R$ 90;35;FRACIONADO
2020;fevereiro;Clinte 719;R$ 45;12;FRACIONADO
2020;março;Clinte 719;R$ 47;20;FRACIONADO
2020;maio;Clinte 719;R$ 51;15;FRACIONADO
2020;junho;Clinte 719;R$ 53;40;FRACIONADO
2020;agosto;Clinte 719;R$ 89;13;FRACIONADO
2020;setembro;Clinte 719;R$ 47;14;FRACIONADO
2020;novembro;Clinte 719;R$ 98;30;FRACIONADO
2021;janeiro;Clinte 719;R$ 49;25;FRACIONADO
2021;março;Clinte 719;R$ 150;54;FRACIONADO
2020;janeiro;Clinte 720;R$ 743;589;FRACIONADO
2020;fevereiro;Clinte 720;R$ 1.061;801;FRACIONADO
2020;março;Clinte 720;R$ 1.002;791;FRACIONADO
2020;abril;Clinte 720;R$ 572;355;FRACIONADO
2020;maio;Clinte 720;R$ 245;159;FRACIONADO
2020;junho;Clinte 720;R$ 646;516;FRACIONADO
2020;agosto;Clinte 720;R$ 49;16;FRACIONADO
2020;setembro;Clinte 720;R$ 139;125;FRACIONADO
2020;dezembro;Clinte 720;R$ 243;169;FRACIONADO
2021;janeiro;Clinte 720;R$ 50;;FRACIONADO
2021;fevereiro;Clinte 720;R$ 498;471;FRACIONADO
2021;março;Clinte 720;R$ 165;148;FRACIONADO
2020;janeiro;Clinte 721;R$ 284;91;FRACIONADO
2020;fevereiro;Clinte 721;R$ 305;126;FRACIONADO
2020;março;Clinte 721;R$ 278;136;FRACIONADO
2020;abril;Clinte 721;R$ 77;23;FRACIONADO
2020;junho;Clinte 721;R$ 121;55;FRACIONADO
2020;julho;Clinte 721;R$ 344;193;FRACIONADO
2020;agosto;Clinte 721;R$ 400;146;FRACIONADO
2020;setembro;Clinte 721;R$ 35;6;FRACIONADO
2020;outubro;Clinte 721;R$ 39;20;FRACIONADO
2020;dezembro;Clinte 721;R$ 42;25;FRACIONADO
2021;fevereiro;Clinte 721;R$ 34;9;FRACIONADO
2021;março;Clinte 721;R$ 149;28;FRACIONADO
2020;janeiro;Clinte 722;R$ 172;210;FRACIONADO
2020;março;Clinte 722;R$ 128;180;FRACIONADO
2020;maio;Clinte 722;R$ 75;60;FRACIONADO
2020;julho;Clinte 722;R$ 228;273;FRACIONADO
2020;setembro;Clinte 723;R$ 50;10;FRACIONADO
2020;agosto;Clinte 724;R$ 82;15;FRACIONADO
2020;novembro;Clinte 725;R$ 84;15;FRACIONADO
2020;outubro;Clinte 726;R$ 84;2;FRACIONADO
2020;fevereiro;Clinte 727;R$ 75;4;FRACIONADO
2020;março;Clinte 728;R$ 407;12;FRACIONADO
2020;janeiro;Clinte 729;R$ 812;38;FRACIONADO
2020;maio;Clinte 729;R$ 121;40;FRACIONADO
2020;julho;Clinte 729;R$ 59;25;FRACIONADO
2020;outubro;Clinte 729;R$ 84;1;FRACIONADO
2020;janeiro;Clinte 730;R$ 131;50;FRACIONADO
2020;fevereiro;Clinte 730;R$ 90;7;FRACIONADO
2020;junho;Clinte 730;R$ 254;53;FRACIONADO
2020;julho;Clinte 730;R$ 577;224;FRACIONADO
2020;agosto;Clinte 730;R$ 186;121;FRACIONADO
2020;setembro;Clinte 730;R$ 234;85;FRACIONADO
2020;outubro;Clinte 730;R$ 491;125;FRACIONADO
2020;novembro;Clinte 730;R$ 927;318;FRACIONADO
2020;dezembro;Clinte 730;R$ 166;25;FRACIONADO
2021;fevereiro;Clinte 730;R$ 61;23;FRACIONADO
2021;março;Clinte 730;R$ 305;125;FRACIONADO
2020;fevereiro;Clinte 731;R$ 71;5;FRACIONADO
2020;outubro;Clinte 731;R$ 66;1;FRACIONADO
2020;janeiro;Clinte 732;R$ 164;30;FRACIONADO
2020;março;Clinte 732;R$ 84;8;FRACIONADO
2020;abril;Clinte 732;R$ 84;24;FRACIONADO
2020;maio;Clinte 732;R$ 81;7;FRACIONADO
2020;julho;Clinte 732;R$ 437;68;FRACIONADO
2020;agosto;Clinte 732;R$ 89;19;FRACIONADO
2020;setembro;Clinte 732;R$ 179;25;FRACIONADO
2020;abril;Clinte 733;R$ 108;60;FRACIONADO
2020;maio;Clinte 733;R$ 90;47;FRACIONADO
2020;junho;Clinte 733;R$ 75;55;FRACIONADO
2020;julho;Clinte 733;R$ 35;37;FRACIONADO
2020;novembro;Clinte 734;R$ 173;40;FRACIONADO
2020;outubro;Clinte 735;R$ 155;85;FRACIONADO
2020;novembro;Clinte 735;R$ 173;116;FRACIONADO
2020;dezembro;Clinte 735;R$ 304;300;FRACIONADO
2020;outubro;Clinte 736;R$ 165;57;FRACIONADO
2020;março;Clinte 737;R$ 135;75;FRACIONADO
2020;abril;Clinte 737;R$ 72;45;FRACIONADO
2020;maio;Clinte 737;R$ 70;60;FRACIONADO
2020;janeiro;Clinte 738;R$ 31;5;FRACIONADO
2020;abril;Clinte 738;R$ 71;25;FRACIONADO
2020;junho;Clinte 738;R$ 90;5;FRACIONADO
2020;julho;Clinte 738;R$ 38;30;FRACIONADO
2020;agosto;Clinte 738;R$ 31;2;FRACIONADO
2021;janeiro;Clinte 738;R$ 32;10;FRACIONADO
2020;janeiro;Clinte 739;R$ 43;15;FRACIONADO
2020;fevereiro;Clinte 739;R$ 42;15;FRACIONADO
2020;abril;Clinte 739;R$ 86;31;FRACIONADO
2020;maio;Clinte 739;R$ 41;5;FRACIONADO
2020;julho;Clinte 739;R$ 86;27;FRACIONADO
2020;outubro;Clinte 739;R$ 130;38;FRACIONADO
2020;outubro;Clinte 740;R$ 46;15;FRACIONADO
2020;novembro;Clinte 740;R$ 60;10;FRACIONADO
2021;fevereiro;Clinte 741;R$ 66;16;FRACIONADO
2020;fevereiro;Clinte 742;R$ 92;5;FRACIONADO
2020;fevereiro;Clinte 743;R$ 215;54;FRACIONADO
2020;maio;Clinte 744;R$ 63;22;FRACIONADO
2020;janeiro;Clinte 745;R$ 76;17;FRACIONADO
2020;janeiro;Clinte 746;R$ 171;165;FRACIONADO
2020;maio;Clinte 746;R$ 35;9;FRACIONADO
2020;junho;Clinte 746;R$ 35;2;FRACIONADO
2020;julho;Clinte 746;R$ 109;40;FRACIONADO
2020;agosto;Clinte 746;R$ 106;15;FRACIONADO
2020;setembro;Clinte 746;R$ 38;17;FRACIONADO
2020;outubro;Clinte 746;R$ 35;6;FRACIONADO
2020;dezembro;Clinte 746;R$ 123;36;FRACIONADO
2021;fevereiro;Clinte 746;R$ 82;24;FRACIONADO
2021;março;Clinte 746;R$ 78;9;FRACIONADO
2020;julho;Clinte 747;R$ 109;140;FRACIONADO
2021;março;Clinte 747;R$ 75;72;FRACIONADO
2020;janeiro;Clinte 748;R$ 487;506;FRACIONADO
2020;fevereiro;Clinte 748;R$ 662;622;FRACIONADO
2020;março;Clinte 748;R$ 956;827;FRACIONADO
2020;maio;Clinte 748;R$ 421;369;FRACIONADO
2020;junho;Clinte 748;R$ 637;529;FRACIONADO
2020;julho;Clinte 748;R$ 417;328;FRACIONADO
2020;agosto;Clinte 748;R$ 115;51;FRACIONADO
2020;outubro;Clinte 748;R$ 273;137;FRACIONADO
2020;dezembro;Clinte 748;R$ 277;200;FRACIONADO
2021;janeiro;Clinte 748;R$ 188;141;FRACIONADO
2020;janeiro;Clinte 749;R$ 163;22;FRACIONADO
2020;março;Clinte 749;R$ 212;120;FRACIONADO
2020;abril;Clinte 749;R$ 100;11;FRACIONADO
2020;maio;Clinte 749;R$ 96;11;FRACIONADO
2020;junho;Clinte 749;R$ 41;0;FRACIONADO
2020;julho;Clinte 749;R$ 179;51;FRACIONADO
2020;agosto;Clinte 749;R$ 209;79;FRACIONADO
2020;setembro;Clinte 749;R$ 302;68;FRACIONADO
2020;outubro;Clinte 749;R$ 240;66;FRACIONADO
2020;novembro;Clinte 749;R$ 171;75;FRACIONADO
2020;dezembro;Clinte 749;R$ 193;7;FRACIONADO
2021;janeiro;Clinte 749;R$ 173;17;FRACIONADO
2021;fevereiro;Clinte 749;R$ 407;141;FRACIONADO
2021;março;Clinte 749;R$ 330;59;FRACIONADO
2020;janeiro;Clinte 750;R$ 3.815;346;FRACIONADO
2020;fevereiro;Clinte 750;R$ 3.058;326;FRACIONADO
2020;março;Clinte 750;R$ 1.748;166;FRACIONADO
2020;abril;Clinte 750;R$ 2.303;243;FRACIONADO
2020;maio;Clinte 750;R$ 2.342;285;FRACIONADO
2020;junho;Clinte 750;R$ 2.868;345;FRACIONADO
2020;julho;Clinte 750;R$ 2.993;302;FRACIONADO
2020;agosto;Clinte 750;R$ 2.240;223;FRACIONADO
2020;setembro;Clinte 750;R$ 2.451;339;FRACIONADO
2020;outubro;Clinte 750;R$ 3.140;307;FRACIONADO
2020;novembro;Clinte 750;R$ 3.885;380;FRACIONADO
2020;dezembro;Clinte 750;R$ 2.855;486;FRACIONADO
2021;janeiro;Clinte 750;R$ 3.487;513;FRACIONADO
2021;fevereiro;Clinte 750;R$ 3.785;598;FRACIONADO
2021;março;Clinte 750;R$ 3.260;499;FRACIONADO
2020;janeiro;Clinte 751;R$ 474;281;FRACIONADO
2020;fevereiro;Clinte 751;R$ 1.998;618;FRACIONADO
2020;março;Clinte 751;R$ 3.172;2944;FRACIONADO
2020;abril;Clinte 751;R$ 416;431;FRACIONADO
2020;maio;Clinte 751;R$ 473;267;FRACIONADO
2020;junho;Clinte 751;R$ 646;374;FRACIONADO
2020;julho;Clinte 751;R$ 414;688;FRACIONADO
2020;agosto;Clinte 751;R$ 324;102;FRACIONADO
2020;setembro;Clinte 751;R$ 172;42;FRACIONADO
2020;outubro;Clinte 751;R$ 187;105;FRACIONADO
2020;novembro;Clinte 751;R$ 329;343;FRACIONADO
2020;dezembro;Clinte 751;R$ 375;169;FRACIONADO
2021;janeiro;Clinte 751;R$ 556;544;FRACIONADO
2021;fevereiro;Clinte 751;R$ 371;220;FRACIONADO
2021;março;Clinte 751;R$ 37;7;FRACIONADO
2020;abril;Clinte 752;R$ 87;38;FRACIONADO
2020;maio;Clinte 752;R$ 185;100;FRACIONADO
2020;julho;Clinte 752;R$ 47;15;FRACIONADO
2020;agosto;Clinte 752;R$ 92;22;FRACIONADO
2020;outubro;Clinte 752;R$ 344;30;FRACIONADO
2020;dezembro;Clinte 752;R$ 221;252;FRACIONADO
2021;janeiro;Clinte 752;R$ 152;40;FRACIONADO
2021;fevereiro;Clinte 752;R$ 813;250;FRACIONADO
2021;março;Clinte 752;R$ 320;103;FRACIONADO
2020;janeiro;Clinte 753;R$ 47;16;FRACIONADO
2020;fevereiro;Clinte 753;R$ 73;73;FRACIONADO
2020;março;Clinte 753;R$ 94;30;FRACIONADO
2020;abril;Clinte 753;R$ 277;79;FRACIONADO
2020;maio;Clinte 753;R$ 229;55;FRACIONADO
2020;janeiro;Clinte 754;R$ 57;34;FRACIONADO
2020;fevereiro;Clinte 754;R$ 56;52;FRACIONADO
2020;abril;Clinte 754;R$ 213;124;FRACIONADO
2020;maio;Clinte 754;R$ 286;233;FRACIONADO
2020;julho;Clinte 754;R$ 152;149;FRACIONADO
2020;agosto;Clinte 754;R$ 176;128;FRACIONADO
2020;setembro;Clinte 754;R$ 347;281;FRACIONADO
2020;novembro;Clinte 754;R$ 111;114;FRACIONADO
2020;dezembro;Clinte 754;R$ 147;128;FRACIONADO
2021;janeiro;Clinte 754;R$ 95;129;FRACIONADO
2021;fevereiro;Clinte 754;R$ 70;63;FRACIONADO
2021;março;Clinte 754;R$ 70;93;FRACIONADO
2020;maio;Clinte 755;R$ 83;20;FRACIONADO
2021;março;Clinte 755;R$ 81;2;FRACIONADO
2020;dezembro;Clinte 756;R$ 94;15;FRACIONADO
2020;janeiro;Clinte 757;R$ 114;35;FRACIONADO
2020;março;Clinte 757;R$ 85;20;FRACIONADO
2020;abril;Clinte 757;R$ 183;100;FRACIONADO
2020;maio;Clinte 757;R$ 183;80;FRACIONADO
2020;junho;Clinte 757;R$ 147;48;FRACIONADO
2020;julho;Clinte 757;R$ 227;65;FRACIONADO
2020;janeiro;Clinte 758;R$ 101;35;FRACIONADO
2020;junho;Clinte 758;R$ 143;15;FRACIONADO
2020;julho;Clinte 758;R$ 152;65;FRACIONADO
2020;agosto;Clinte 758;R$ 82;60;FRACIONADO
2020;setembro;Clinte 758;R$ 79;37;FRACIONADO
2020;outubro;Clinte 758;R$ 339;125;FRACIONADO
2020;novembro;Clinte 758;R$ 102;50;FRACIONADO
2020;dezembro;Clinte 758;R$ 138;30;FRACIONADO
2021;fevereiro;Clinte 758;R$ 55;10;FRACIONADO
2021;março;Clinte 758;R$ 45;4;FRACIONADO
2020;março;Clinte 759;R$ 84;20;FRACIONADO
2020;junho;Clinte 759;R$ 85;20;FRACIONADO
2020;agosto;Clinte 759;R$ 85;20;FRACIONADO
2020;novembro;Clinte 759;R$ 87;30;FRACIONADO
2021;fevereiro;Clinte 759;R$ 83;2;FRACIONADO
2021;março;Clinte 759;R$ 154;50;FRACIONADO
2020;janeiro;Clinte 760;R$ 49;3;FRACIONADO
2020;fevereiro;Clinte 760;R$ 34;1;FRACIONADO
2020;março;Clinte 760;R$ 52;17;FRACIONADO
2020;abril;Clinte 760;R$ 72;21;FRACIONADO
2020;junho;Clinte 760;R$ 34;2;FRACIONADO
2020;agosto;Clinte 760;R$ 90;11;FRACIONADO
2020;setembro;Clinte 760;R$ 105;14;FRACIONADO
2021;fevereiro;Clinte 760;R$ 94;22;FRACIONADO
2021;março;Clinte 760;R$ 91;60;FRACIONADO
2020;junho;Clinte 761;R$ 84;5;FRACIONADO
2020;julho;Clinte 761;R$ 80;10;FRACIONADO
2020;setembro;Clinte 761;R$ 82;5;FRACIONADO
2020;outubro;Clinte 761;R$ 80;5;FRACIONADO
2021;fevereiro;Clinte 761;R$ 92;15;FRACIONADO
2020;fevereiro;Clinte 762;R$ 101;14;FRACIONADO
2020;novembro;Clinte 762;R$ 87;7;FRACIONADO
2020;abril;Clinte 763;R$ 44;1;FRACIONADO
2020;maio;Clinte 763;R$ 97;10;FRACIONADO
2020;junho;Clinte 763;R$ 44;0;FRACIONADO
2020;agosto;Clinte 763;R$ 127;2;FRACIONADO
