Ano;Mês;CLIENTE;RECEITA;PESO;Classificação
2016;julho;Clinte 2749;R$ 88;6;FRACIONADO
2016;outubro;Clinte 2749;R$ 31;44;FRACIONADO
2016;julho;Clinte 247;R$ 36;10;FRACIONADO
2016;outubro;Clinte 247;R$ 119;12;FRACIONADO
2016;fevereiro;Clinte 3319;R$ 48;7;FRACIONADO
2016;agosto;Clinte 3319;R$ 43;1;FRACIONADO
2016;janeiro;Clinte 3320;R$ 44;15;FRACIONADO
2016;dezembro;Clinte 3320;R$ 60;16;FRACIONADO
2016;abril;Clinte 248;R$ 52;11;FRACIONADO
2016;junho;Clinte 248;R$ 46;4;FRACIONADO
2016;setembro;Clinte 248;R$ 44;6;FRACIONADO
2016;outubro;Clinte 248;R$ 41;1;FRACIONADO
2016;dezembro;Clinte 248;R$ 42;5;FRACIONADO
2016;março;Clinte 1667;R$ 72;20;FRACIONADO
2016;junho;Clinte 1667;R$ 68;28;FRACIONADO
2016;dezembro;Clinte 1667;R$ 115;33;FRACIONADO
2016;janeiro;Clinte 249;R$ 74;1;FRACIONADO
2016;fevereiro;Clinte 249;R$ 443;79;FRACIONADO
2016;março;Clinte 249;R$ 344;36;FRACIONADO
2016;abril;Clinte 249;R$ 450;63;FRACIONADO
2016;maio;Clinte 249;R$ 248;25;FRACIONADO
2016;junho;Clinte 249;R$ 276;46;FRACIONADO
2016;julho;Clinte 249;R$ 118;14;FRACIONADO
2016;agosto;Clinte 249;R$ 449;62;FRACIONADO
2016;setembro;Clinte 249;R$ 186;22;FRACIONADO
2016;outubro;Clinte 249;R$ 302;43;FRACIONADO
2016;novembro;Clinte 249;R$ 181;26;FRACIONADO
2016;dezembro;Clinte 249;R$ 162;12;FRACIONADO
2016;janeiro;Clinte 1668;R$ 93;23;FRACIONADO
2016;maio;Clinte 1668;R$ 38;2;FRACIONADO
2016;junho;Clinte 1668;R$ 36;1;FRACIONADO
2016;dezembro;Clinte 1668;R$ 38;1;FRACIONADO
2016;junho;Clinte 250;R$ 41;5;FRACIONADO
2016;dezembro;Clinte 250;R$ 46;4;FRACIONADO
2016;dezembro;Clinte 251;R$ 170;87;FRACIONADO
2016;fevereiro;Clinte 252;R$ 131;37;FRACIONADO
2016;março;Clinte 252;R$ 142;40;FRACIONADO
2016;maio;Clinte 255;R$ 151;79;FRACIONADO
2016;outubro;Clinte 255;R$ 133;42;FRACIONADO
2016;abril;Clinte 256;R$ 187;150;FRACIONADO
2016;dezembro;Clinte 3321;R$ 93;36;FRACIONADO
2016;dezembro;Clinte 258;R$ 37;25;FRACIONADO
2016;janeiro;Clinte 259;R$ 48;61;FRACIONADO
2016;fevereiro;Clinte 259;R$ 109;171;FRACIONADO
2016;abril;Clinte 259;R$ 1.455;2003;FRACIONADO
2016;maio;Clinte 259;R$ 1.499;2255;FRACIONADO
2016;julho;Clinte 259;R$ 1.189;1725;FRACIONADO
2016;setembro;Clinte 259;R$ 53;40;FRACIONADO
2016;fevereiro;Clinte 260;R$ 41;10;FRACIONADO
2016;abril;Clinte 260;R$ 45;25;FRACIONADO
2016;maio;Clinte 260;R$ 63;51;FRACIONADO
2016;setembro;Clinte 260;R$ 66;18;FRACIONADO
2016;novembro;Clinte 260;R$ 64;40;FRACIONADO
2016;janeiro;Clinte 261;R$ 1.801;1702;FRACIONADO
2016;fevereiro;Clinte 261;R$ 2.105;2148;FRACIONADO
2016;março;Clinte 261;R$ 2.353;2496;FRACIONADO
2016;abril;Clinte 261;R$ 1.944;1742;FRACIONADO
2016;maio;Clinte 261;R$ 1.883;1673;FRACIONADO
2016;junho;Clinte 261;R$ 1.650;1313;FRACIONADO
2016;julho;Clinte 261;R$ 1.776;1914;FRACIONADO
2016;agosto;Clinte 261;R$ 1.891;1506;FRACIONADO
2016;setembro;Clinte 261;R$ 1.482;1404;FRACIONADO
2016;outubro;Clinte 261;R$ 1.934;1941;FRACIONADO
2016;novembro;Clinte 261;R$ 2.562;3429;FRACIONADO
2016;dezembro;Clinte 261;R$ 2.276;2367;FRACIONADO
2016;janeiro;Clinte 263;R$ 204;79;FRACIONADO
2016;fevereiro;Clinte 263;R$ 159;118;FRACIONADO
2016;março;Clinte 263;R$ 28;5;FRACIONADO
2016;abril;Clinte 263;R$ 17;25;FRACIONADO
2016;maio;Clinte 263;R$ 47;104;FRACIONADO
2016;junho;Clinte 263;R$ 34;24;FRACIONADO
2016;julho;Clinte 263;R$ 521;498;FRACIONADO
2016;agosto;Clinte 263;R$ 323;202;FRACIONADO
2016;setembro;Clinte 263;R$ 94;154;FRACIONADO
2016;outubro;Clinte 263;R$ 78;145;FRACIONADO
2016;novembro;Clinte 263;R$ 510;653;FRACIONADO
2016;fevereiro;Clinte 3322;R$ 294;400;FRACIONADO
2016;março;Clinte 3322;R$ 294;400;FRACIONADO
2016;maio;Clinte 3322;R$ 212;220;FRACIONADO
2016;fevereiro;Clinte 3323;R$ 40;9;FRACIONADO
2016;janeiro;Clinte 265;R$ 1.467;1390;FRACIONADO
2016;fevereiro;Clinte 265;R$ 682;550;FRACIONADO
2016;março;Clinte 265;R$ 1.054;835;FRACIONADO
2016;abril;Clinte 265;R$ 833;710;FRACIONADO
2016;maio;Clinte 265;R$ 1.165;1022;FRACIONADO
2016;junho;Clinte 265;R$ 741;555;FRACIONADO
2016;julho;Clinte 265;R$ 1.026;795;FRACIONADO
2016;agosto;Clinte 265;R$ 891;672;FRACIONADO
2016;setembro;Clinte 265;R$ 848;774;FRACIONADO
2016;outubro;Clinte 265;R$ 740;645;FRACIONADO
2016;novembro;Clinte 265;R$ 1.207;1010;FRACIONADO
2016;dezembro;Clinte 265;R$ 2.002;1733;FRACIONADO
2016;janeiro;Clinte 267;R$ 78;15;FRACIONADO
2016;março;Clinte 267;R$ 87;17;FRACIONADO
2016;maio;Clinte 267;R$ 45;11;FRACIONADO
2016;julho;Clinte 267;R$ 60;60;FRACIONADO
2016;agosto;Clinte 267;R$ 42;15;FRACIONADO
2016;setembro;Clinte 267;R$ 43;5;FRACIONADO
2016;outubro;Clinte 267;R$ 131;50;FRACIONADO
2016;novembro;Clinte 267;R$ 88;20;FRACIONADO
2016;dezembro;Clinte 267;R$ 43;15;FRACIONADO
2016;março;Clinte 3324;R$ 41;5;FRACIONADO
2016;janeiro;Clinte 268;R$ 45;5;FRACIONADO
2016;março;Clinte 268;R$ 66;21;FRACIONADO
2016;maio;Clinte 268;R$ 37;10;FRACIONADO
2016;julho;Clinte 268;R$ 40;10;FRACIONADO
2016;outubro;Clinte 268;R$ 38;14;FRACIONADO
2016;novembro;Clinte 268;R$ 84;25;FRACIONADO
2016;dezembro;Clinte 268;R$ 39;5;FRACIONADO
2016;janeiro;Clinte 270;R$ 77;19;FRACIONADO
2016;março;Clinte 270;R$ 232;92;FRACIONADO
2016;abril;Clinte 270;R$ 100;37;FRACIONADO
2016;maio;Clinte 270;R$ 66;23;FRACIONADO
2016;junho;Clinte 270;R$ 65;23;FRACIONADO
2016;julho;Clinte 270;R$ 65;24;FRACIONADO
2016;agosto;Clinte 270;R$ 202;86;FRACIONADO
2016;setembro;Clinte 270;R$ 41;14;FRACIONADO
2016;outubro;Clinte 270;R$ 235;89;FRACIONADO
2016;novembro;Clinte 270;R$ 263;101;FRACIONADO
2016;dezembro;Clinte 270;R$ 54;28;FRACIONADO
2016;janeiro;Clinte 1673;R$ 41;10;FRACIONADO
2016;fevereiro;Clinte 1673;R$ 48;20;FRACIONADO
2016;agosto;Clinte 1673;R$ 138;60;FRACIONADO
2016;setembro;Clinte 1673;R$ 53;2;FRACIONADO
2016;outubro;Clinte 1673;R$ 47;30;FRACIONADO
2016;janeiro;Clinte 2754;R$ 615;683;FRACIONADO
2016;fevereiro;Clinte 2754;R$ 2.461;3718;FRACIONADO
2016;março;Clinte 2754;R$ 3.494;6437;FRACIONADO
2016;abril;Clinte 2754;R$ 3.539;6516;FRACIONADO
2016;maio;Clinte 2754;R$ 3.918;8218;FRACIONADO
2016;junho;Clinte 2754;R$ 4.380;8889;FRACIONADO
2016;julho;Clinte 2754;R$ 2.906;4946;FRACIONADO
2016;agosto;Clinte 2754;R$ 3.381;6083;FRACIONADO
2016;setembro;Clinte 2754;R$ 2.931;4731;FRACIONADO
2016;outubro;Clinte 2754;R$ 1.466;2070;FRACIONADO
2016;novembro;Clinte 2754;R$ 1.494;1695;FRACIONADO
2016;dezembro;Clinte 2754;R$ 1.587;3047;FRACIONADO
2016;janeiro;Clinte 271;R$ 1.964;695;FRACIONADO
2016;fevereiro;Clinte 271;R$ 2.152;836;FRACIONADO
2016;março;Clinte 271;R$ 2.929;1245;FRACIONADO
2016;abril;Clinte 271;R$ 3.010;1188;FRACIONADO
2016;maio;Clinte 271;R$ 3.724;1507;FRACIONADO
2016;junho;Clinte 271;R$ 2.403;757;FRACIONADO
2016;julho;Clinte 271;R$ 2.732;1056;FRACIONADO
2016;agosto;Clinte 271;R$ 3.160;982;FRACIONADO
2016;setembro;Clinte 271;R$ 2.765;1012;FRACIONADO
2016;outubro;Clinte 271;R$ 3.480;1480;FRACIONADO
2016;novembro;Clinte 271;R$ 3.319;1250;FRACIONADO
2016;dezembro;Clinte 271;R$ 4.089;2159;FRACIONADO
2016;julho;Clinte 3325;R$ 100;9;FRACIONADO
2016;julho;Clinte 272;R$ 58;5;FRACIONADO
2016;junho;Clinte 2755;R$ 50;15;FRACIONADO
2016;setembro;Clinte 2755;R$ 50;15;FRACIONADO
2016;outubro;Clinte 2755;R$ 80;25;FRACIONADO
2016;janeiro;Clinte 3326;R$ 39;9;FRACIONADO
2016;março;Clinte 3326;R$ 50;65;FRACIONADO
2016;janeiro;Clinte 274;R$ 64;156;FRACIONADO
2016;março;Clinte 274;R$ 56;19;FRACIONADO
2016;novembro;Clinte 276;R$ 30;2;FRACIONADO
2016;outubro;Clinte 277;R$ 95;24;FRACIONADO
2016;novembro;Clinte 277;R$ 195;37;FRACIONADO
2016;agosto;Clinte 279;R$ 218;154;FRACIONADO
2016;setembro;Clinte 279;R$ 262;203;FRACIONADO
2016;novembro;Clinte 279;R$ 86;16;FRACIONADO
2016;dezembro;Clinte 279;R$ 43;13;FRACIONADO
2016;janeiro;Clinte 281;R$ 6.789;2619;FRACIONADO
2016;fevereiro;Clinte 281;R$ 6.050;2652;FRACIONADO
2016;março;Clinte 281;R$ 8.259;3639;FRACIONADO
2016;abril;Clinte 281;R$ 4.889;1774;FRACIONADO
2016;maio;Clinte 281;R$ 7.464;5029;FRACIONADO
2016;junho;Clinte 281;R$ 7.229;3502;FRACIONADO
2016;julho;Clinte 281;R$ 8.659;5660;FRACIONADO
2016;agosto;Clinte 281;R$ 11.292;4782;FRACIONADO
2016;setembro;Clinte 281;R$ 12.656;6116;FRACIONADO
2016;outubro;Clinte 281;R$ 10.517;3681;FRACIONADO
2016;novembro;Clinte 281;R$ 8.129;2875;FRACIONADO
2016;dezembro;Clinte 281;R$ 12.153;4956;FRACIONADO
2016;janeiro;Clinte 2759;R$ 42;2;FRACIONADO
2016;janeiro;Clinte 282;R$ 387;420;FRACIONADO
2016;fevereiro;Clinte 282;R$ 80;150;FRACIONADO
2016;janeiro;Clinte 3327;R$ 341;214;FRACIONADO
2016;agosto;Clinte 1680;R$ 765;653;FRACIONADO
2016;maio;Clinte 1681;R$ 36;1;FRACIONADO
2016;novembro;Clinte 1681;R$ 39;1;FRACIONADO
2016;janeiro;Clinte 1682;R$ 116;14;FRACIONADO
2016;fevereiro;Clinte 1682;R$ 4.840;7745;FRACIONADO
2016;março;Clinte 1682;R$ 730;289;FRACIONADO
2016;abril;Clinte 1682;R$ 2.168;2333;FRACIONADO
2016;maio;Clinte 1682;R$ 1.283;1366;FRACIONADO
2016;junho;Clinte 1682;R$ 414;107;FRACIONADO
2016;julho;Clinte 1682;R$ 943;1066;FRACIONADO
2016;agosto;Clinte 1682;R$ 1.875;2783;FRACIONADO
2016;setembro;Clinte 1682;R$ 2.024;2505;FRACIONADO
2016;outubro;Clinte 1682;R$ 441;477;FRACIONADO
2016;novembro;Clinte 1682;R$ 4.540;6257;FRACIONADO
2016;dezembro;Clinte 1682;R$ 753;931;FRACIONADO
2016;setembro;Clinte 3328;R$ 48;2;FRACIONADO
2016;abril;Clinte 3329;R$ 37;5;FRACIONADO
2016;setembro;Clinte 286;R$ 37;5;FRACIONADO
2016;janeiro;Clinte 3330;R$ 41;2;FRACIONADO
2016;setembro;Clinte 3330;R$ 77;8;FRACIONADO
2016;outubro;Clinte 3330;R$ 121;19;FRACIONADO
2016;novembro;Clinte 3330;R$ 50;11;FRACIONADO
2016;dezembro;Clinte 3330;R$ 50;10;FRACIONADO
2016;janeiro;Clinte 1685;R$ 519;150;FRACIONADO
2016;fevereiro;Clinte 1685;R$ 494;132;FRACIONADO
2016;março;Clinte 1685;R$ 227;25;FRACIONADO
2016;abril;Clinte 1685;R$ 241;47;FRACIONADO
2016;maio;Clinte 1685;R$ 386;151;FRACIONADO
2016;junho;Clinte 1685;R$ 216;19;FRACIONADO
2016;julho;Clinte 1685;R$ 199;95;FRACIONADO
2016;agosto;Clinte 1685;R$ 167;26;FRACIONADO
2016;setembro;Clinte 1685;R$ 241;44;FRACIONADO
2016;outubro;Clinte 1685;R$ 68;11;FRACIONADO
2016;novembro;Clinte 1685;R$ 29;0;FRACIONADO
2016;dezembro;Clinte 1685;R$ 62;8;FRACIONADO
2016;janeiro;Clinte 288;R$ 63;45;FRACIONADO
2016;fevereiro;Clinte 288;R$ 435;757;FRACIONADO
2016;março;Clinte 288;R$ 83;55;FRACIONADO
2016;abril;Clinte 288;R$ 149;35;FRACIONADO
2016;maio;Clinte 288;R$ 236;62;FRACIONADO
2016;junho;Clinte 288;R$ 410;180;FRACIONADO
2016;julho;Clinte 288;R$ 198;70;FRACIONADO
2016;agosto;Clinte 288;R$ 240;223;FRACIONADO
2016;setembro;Clinte 288;R$ 158;61;FRACIONADO
2016;outubro;Clinte 288;R$ 168;65;FRACIONADO
2016;novembro;Clinte 288;R$ 244;185;FRACIONADO
2016;dezembro;Clinte 288;R$ 169;85;FRACIONADO
2016;março;Clinte 1686;R$ 96;50;FRACIONADO
2016;maio;Clinte 1686;R$ 167;90;FRACIONADO
2016;outubro;Clinte 1686;R$ 187;135;FRACIONADO
2016;dezembro;Clinte 1686;R$ 54;25;FRACIONADO
2016;maio;Clinte 289;R$ 1.871;2254;FRACIONADO
2016;junho;Clinte 289;R$ 2.747;3980;FRACIONADO
2016;julho;Clinte 289;R$ 869;1054;FRACIONADO
2016;agosto;Clinte 289;R$ 616;511;FRACIONADO
2016;setembro;Clinte 289;R$ 1.166;1186;FRACIONADO
2016;outubro;Clinte 289;R$ 623;486;FRACIONADO
2016;novembro;Clinte 289;R$ 542;596;FRACIONADO
2016;dezembro;Clinte 289;R$ 807;716;FRACIONADO
2016;janeiro;Clinte 290;R$ 152;64;FRACIONADO
2016;fevereiro;Clinte 290;R$ 85;60;FRACIONADO
2016;março;Clinte 290;R$ 380;164;FRACIONADO
2016;abril;Clinte 290;R$ 299;112;FRACIONADO
2016;maio;Clinte 290;R$ 296;183;FRACIONADO
2016;junho;Clinte 290;R$ 357;174;FRACIONADO
2016;julho;Clinte 290;R$ 235;115;FRACIONADO
2016;agosto;Clinte 290;R$ 385;261;FRACIONADO
2016;setembro;Clinte 290;R$ 245;84;FRACIONADO
2016;outubro;Clinte 290;R$ 355;186;FRACIONADO
2016;novembro;Clinte 290;R$ 369;343;FRACIONADO
2016;dezembro;Clinte 290;R$ 425;358;FRACIONADO
2016;outubro;Clinte 3331;R$ 230;151;FRACIONADO
2016;fevereiro;Clinte 3332;R$ 30;1;FRACIONADO
2016;abril;Clinte 2762;R$ 29;10;FRACIONADO
2016;agosto;Clinte 2762;R$ 54;25;FRACIONADO
2016;junho;Clinte 2763;R$ 430;140;FRACIONADO
2016;julho;Clinte 2763;R$ 32;1;FRACIONADO
2016;janeiro;Clinte 293;R$ 970;604;FRACIONADO
2016;fevereiro;Clinte 293;R$ 1.541;818;FRACIONADO
2016;março;Clinte 293;R$ 1.441;852;FRACIONADO
2016;abril;Clinte 293;R$ 1.439;666;FRACIONADO
2016;maio;Clinte 293;R$ 1.581;753;FRACIONADO
2016;junho;Clinte 293;R$ 2.293;1007;FRACIONADO
2016;julho;Clinte 293;R$ 2.027;1102;FRACIONADO
2016;agosto;Clinte 293;R$ 1.805;960;FRACIONADO
2016;setembro;Clinte 293;R$ 1.400;883;FRACIONADO
2016;outubro;Clinte 293;R$ 1.618;1129;FRACIONADO
2016;novembro;Clinte 293;R$ 1.417;744;FRACIONADO
2016;dezembro;Clinte 293;R$ 1.886;1665;FRACIONADO
2016;maio;Clinte 294;R$ 79;130;FRACIONADO
2016;junho;Clinte 294;R$ 40;5;FRACIONADO
2016;julho;Clinte 294;R$ 48;40;FRACIONADO
2016;agosto;Clinte 294;R$ 42;30;FRACIONADO
2016;setembro;Clinte 294;R$ 48;32;FRACIONADO
2016;outubro;Clinte 294;R$ 47;30;FRACIONADO
2016;novembro;Clinte 294;R$ 195;125;FRACIONADO
2016;dezembro;Clinte 294;R$ 114;92;FRACIONADO
2016;agosto;Clinte 295;R$ 102;58;FRACIONADO
2016;fevereiro;Clinte 2764;R$ 123;120;FRACIONADO
2016;julho;Clinte 2764;R$ 97;60;FRACIONADO
2016;janeiro;Clinte 296;R$ 81;15;FRACIONADO
2016;junho;Clinte 296;R$ 55;8;FRACIONADO
2016;janeiro;Clinte 1692;R$ 144;234;FRACIONADO
2016;fevereiro;Clinte 1692;R$ 128;249;FRACIONADO
2016;março;Clinte 1692;R$ 70;181;FRACIONADO
2016;agosto;Clinte 1692;R$ 75;119;FRACIONADO
2016;novembro;Clinte 1692;R$ 33;55;FRACIONADO
2016;maio;Clinte 297;R$ 2.531;5390;FRACIONADO
2016;junho;Clinte 297;R$ 4.808;10623;FRACIONADO
2016;novembro;Clinte 297;R$ 18;5;FRACIONADO
2016;dezembro;Clinte 297;R$ 35;76;FRACIONADO
2016;maio;Clinte 3333;R$ 57;19;FRACIONADO
2016;agosto;Clinte 1693;R$ 128;20;FRACIONADO
2016;outubro;Clinte 1693;R$ 110;15;FRACIONADO
2016;janeiro;Clinte 298;R$ 91;13;FRACIONADO
2016;fevereiro;Clinte 298;R$ 130;25;FRACIONADO
2016;março;Clinte 298;R$ 231;98;FRACIONADO
2016;abril;Clinte 298;R$ 112;34;FRACIONADO
2016;maio;Clinte 298;R$ 37;5;FRACIONADO
2016;junho;Clinte 298;R$ 440;330;FRACIONADO
2016;julho;Clinte 298;R$ 769;358;FRACIONADO
2016;agosto;Clinte 298;R$ 369;39;FRACIONADO
2016;setembro;Clinte 298;R$ 420;104;FRACIONADO
2016;outubro;Clinte 298;R$ 81;11;FRACIONADO
2016;novembro;Clinte 298;R$ 89;20;FRACIONADO
2016;dezembro;Clinte 298;R$ 79;15;FRACIONADO
2016;janeiro;Clinte 299;R$ 150;9;FRACIONADO
2016;março;Clinte 299;R$ 81;11;FRACIONADO
2016;abril;Clinte 299;R$ 85;2;FRACIONADO
2016;maio;Clinte 299;R$ 42;5;FRACIONADO
2016;junho;Clinte 299;R$ 43;5;FRACIONADO
2016;julho;Clinte 299;R$ 139;49;FRACIONADO
2016;novembro;Clinte 299;R$ 53;10;FRACIONADO
2016;dezembro;Clinte 299;R$ 45;1;FRACIONADO
2016;janeiro;Clinte 300;R$ 385;55;FRACIONADO
2016;fevereiro;Clinte 300;R$ 701;238;FRACIONADO
2016;março;Clinte 300;R$ 1.049;311;FRACIONADO
2016;abril;Clinte 300;R$ 580;346;FRACIONADO
2016;maio;Clinte 300;R$ 518;150;FRACIONADO
2016;junho;Clinte 300;R$ 1.359;671;FRACIONADO
2016;julho;Clinte 300;R$ 1.404;541;FRACIONADO
2016;agosto;Clinte 300;R$ 1.188;312;FRACIONADO
2016;setembro;Clinte 300;R$ 952;310;FRACIONADO
2016;outubro;Clinte 300;R$ 927;281;FRACIONADO
2016;novembro;Clinte 300;R$ 1.039;317;FRACIONADO
2016;dezembro;Clinte 300;R$ 991;288;FRACIONADO
2016;janeiro;Clinte 301;R$ 7.128;12669;FRACIONADO
2016;fevereiro;Clinte 301;R$ 8.357;15006;FRACIONADO
2016;março;Clinte 301;R$ 7.670;14528;FRACIONADO
2016;abril;Clinte 301;R$ 8.620;17209;FRACIONADO
2016;maio;Clinte 301;R$ 4.900;11546;FRACIONADO
2016;junho;Clinte 301;R$ 6.405;13424;FRACIONADO
2016;julho;Clinte 301;R$ 7.805;16355;FRACIONADO
2016;agosto;Clinte 301;R$ 16.667;29294;FRACIONADO
2016;setembro;Clinte 301;R$ 11.952;26880;FRACIONADO
2016;outubro;Clinte 301;R$ 7.831;17152;FRACIONADO
2016;novembro;Clinte 301;R$ 10.292;23261;FRACIONADO
2016;dezembro;Clinte 301;R$ 14.743;31416;FRACIONADO
2016;fevereiro;Clinte 3334;R$ 91;40;FRACIONADO
2016;janeiro;Clinte 1696;R$ 2.434;2080;FRACIONADO
2016;fevereiro;Clinte 1696;R$ 877;709;FRACIONADO
2016;março;Clinte 1696;R$ 679;410;FRACIONADO
2016;abril;Clinte 1696;R$ 598;421;FRACIONADO
2016;maio;Clinte 1696;R$ 512;285;FRACIONADO
2016;junho;Clinte 1696;R$ 907;705;FRACIONADO
2016;julho;Clinte 1696;R$ 1.039;796;FRACIONADO
2016;agosto;Clinte 1696;R$ 930;586;FRACIONADO
2016;setembro;Clinte 1696;R$ 788;740;FRACIONADO
2016;outubro;Clinte 1696;R$ 789;501;FRACIONADO
2016;novembro;Clinte 1696;R$ 868;700;FRACIONADO
2016;dezembro;Clinte 1696;R$ 926;746;FRACIONADO
2016;janeiro;Clinte 1697;R$ 178;65;FRACIONADO
2016;maio;Clinte 1697;R$ 45;10;FRACIONADO
2016;setembro;Clinte 1697;R$ 49;10;FRACIONADO
2016;fevereiro;Clinte 3335;R$ 73;30;FRACIONADO
2016;março;Clinte 3335;R$ 140;75;FRACIONADO
2016;junho;Clinte 3335;R$ 230;150;FRACIONADO
2016;julho;Clinte 3335;R$ 69;28;FRACIONADO
2016;setembro;Clinte 3335;R$ 120;78;FRACIONADO
2016;outubro;Clinte 3335;R$ 126;80;FRACIONADO
2016;novembro;Clinte 3335;R$ 33;12;FRACIONADO
2016;janeiro;Clinte 2768;R$ 575;768;FRACIONADO
2016;fevereiro;Clinte 2768;R$ 537;915;FRACIONADO
2016;março;Clinte 2768;R$ 755;1001;FRACIONADO
2016;abril;Clinte 2768;R$ 539;900;FRACIONADO
2016;maio;Clinte 2768;R$ 407;778;FRACIONADO
2016;junho;Clinte 2768;R$ 737;1212;FRACIONADO
2016;julho;Clinte 2768;R$ 453;558;FRACIONADO
2016;agosto;Clinte 2768;R$ 331;587;FRACIONADO
2016;setembro;Clinte 2768;R$ 573;1003;FRACIONADO
2016;outubro;Clinte 2768;R$ 790;1253;FRACIONADO
2016;novembro;Clinte 2768;R$ 635;1027;FRACIONADO
2016;dezembro;Clinte 2768;R$ 446;724;FRACIONADO
2016;abril;Clinte 305;R$ 1.140;660;FRACIONADO
2016;maio;Clinte 305;R$ 45;7;FRACIONADO
2016;outubro;Clinte 305;R$ 71;20;FRACIONADO
2016;janeiro;Clinte 3336;R$ 37;20;FRACIONADO
2016;março;Clinte 3336;R$ 68;40;FRACIONADO
2016;outubro;Clinte 3336;R$ 38;1;FRACIONADO
2016;novembro;Clinte 3336;R$ 37;1;FRACIONADO
2016;maio;Clinte 2769;R$ 157;85;FRACIONADO
2016;julho;Clinte 2769;R$ 48;28;FRACIONADO
2016;agosto;Clinte 2769;R$ 166;81;FRACIONADO
2016;setembro;Clinte 2769;R$ 307;251;FRACIONADO
2016;outubro;Clinte 2769;R$ 100;60;FRACIONADO
2016;novembro;Clinte 2769;R$ 415;215;FRACIONADO
2016;janeiro;Clinte 306;R$ 880;721;FRACIONADO
2016;fevereiro;Clinte 306;R$ 1.310;1224;FRACIONADO
2016;março;Clinte 306;R$ 1.012;844;FRACIONADO
2016;abril;Clinte 306;R$ 1.370;1282;FRACIONADO
2016;maio;Clinte 306;R$ 798;687;FRACIONADO
2016;junho;Clinte 306;R$ 629;618;FRACIONADO
2016;julho;Clinte 306;R$ 1.140;1315;FRACIONADO
2016;agosto;Clinte 306;R$ 1.282;1241;FRACIONADO
2016;setembro;Clinte 306;R$ 756;621;FRACIONADO
2016;outubro;Clinte 306;R$ 913;713;FRACIONADO
2016;novembro;Clinte 306;R$ 421;369;FRACIONADO
2016;dezembro;Clinte 306;R$ 894;788;FRACIONADO
2016;janeiro;Clinte 307;R$ 75;35;FRACIONADO
2016;fevereiro;Clinte 307;R$ 79;45;FRACIONADO
2016;março;Clinte 307;R$ 149;36;FRACIONADO
2016;abril;Clinte 307;R$ 116;30;FRACIONADO
2016;maio;Clinte 307;R$ 77;25;FRACIONADO
2016;junho;Clinte 307;R$ 77;25;FRACIONADO
2016;julho;Clinte 307;R$ 38;10;FRACIONADO
2016;agosto;Clinte 307;R$ 39;10;FRACIONADO
2016;setembro;Clinte 307;R$ 77;40;FRACIONADO
2016;novembro;Clinte 307;R$ 87;20;FRACIONADO
2016;dezembro;Clinte 307;R$ 79;35;FRACIONADO
2016;abril;Clinte 308;R$ 101;40;FRACIONADO
2016;janeiro;Clinte 2771;R$ 918;545;FRACIONADO
2016;fevereiro;Clinte 2771;R$ 1.451;862;FRACIONADO
2016;março;Clinte 2771;R$ 1.008;621;FRACIONADO
2016;abril;Clinte 2771;R$ 1.577;1328;FRACIONADO
2016;maio;Clinte 2771;R$ 2.349;2116;FRACIONADO
2016;junho;Clinte 2771;R$ 1.000;783;FRACIONADO
2016;julho;Clinte 2771;R$ 1.102;753;FRACIONADO
2016;agosto;Clinte 2771;R$ 1.043;904;FRACIONADO
2016;setembro;Clinte 2771;R$ 787;288;FRACIONADO
2016;outubro;Clinte 2771;R$ 751;626;FRACIONADO
2016;novembro;Clinte 2771;R$ 411;261;FRACIONADO
2016;dezembro;Clinte 2771;R$ 504;308;FRACIONADO
2016;fevereiro;Clinte 309;R$ 50;9;FRACIONADO
2016;abril;Clinte 309;R$ 44;5;FRACIONADO
2016;junho;Clinte 309;R$ 85;20;FRACIONADO
2016;julho;Clinte 309;R$ 39;10;FRACIONADO
2016;agosto;Clinte 309;R$ 89;27;FRACIONADO
2016;setembro;Clinte 309;R$ 65;7;FRACIONADO
2016;novembro;Clinte 309;R$ 45;4;FRACIONADO
2016;dezembro;Clinte 309;R$ 150;14;FRACIONADO
2016;agosto;Clinte 2774;R$ 61;30;FRACIONADO
2016;outubro;Clinte 2774;R$ 216;120;FRACIONADO
2016;dezembro;Clinte 2774;R$ 79;60;FRACIONADO
2016;maio;Clinte 3337;R$ 29;7;FRACIONADO
2016;janeiro;Clinte 2775;R$ 42;7;FRACIONADO
2016;outubro;Clinte 2775;R$ 81;20;FRACIONADO
2016;dezembro;Clinte 2776;R$ 73;22;FRACIONADO
2016;fevereiro;Clinte 1702;R$ 117;35;FRACIONADO
2016;maio;Clinte 1702;R$ 37;6;FRACIONADO
2016;janeiro;Clinte 1703;R$ 96;15;FRACIONADO
2016;fevereiro;Clinte 1703;R$ 36;2;FRACIONADO
2016;março;Clinte 1703;R$ 142;40;FRACIONADO
2016;abril;Clinte 1703;R$ 192;35;FRACIONADO
2016;junho;Clinte 1703;R$ 42;2;FRACIONADO
2016;agosto;Clinte 1703;R$ 42;25;FRACIONADO
2016;setembro;Clinte 1703;R$ 65;20;FRACIONADO
2016;janeiro;Clinte 3338;R$ 88;25;FRACIONADO
2016;abril;Clinte 3338;R$ 115;35;FRACIONADO
2016;julho;Clinte 3338;R$ 75;18;FRACIONADO
2016;janeiro;Clinte 1704;R$ 54;1;FRACIONADO
